section,area,category,criteria,indicator,procedure
Privacy,Data retention,Data retention and deletion,I can delete the data the company has about me that is not needed to provide the service.,The company offers easy-to-find and -use controls that allow users to delete data not necessary to render the service.,"In the Mobile Application, check the settings menu and look for any data deletion controls (like the existence of a mechanism to request data deletion to the company or a mechanism for the user to delete user data)"
Privacy,Data retention,Data retention and deletion,I can delete the data the company has about me that is not needed to provide the service.,The company offers easy-to-find and -use controls that allow users to delete data not necessary to render the service.,"In the Web Application, check the settings menu and look for any data deletion controls (like the existence of a mechanism to request data deletion to the company or a mechanism for the user to delete user data)"
Privacy,Data retention,Data retention and deletion,I can delete the data the company has about me that is not needed to provide the service.,The company offers easy-to-find and -use controls that allow users to delete data not necessary to render the service.,"In the Desktop Application, check the settings menu and look for any data deletion controls (like the existence of a mechanism to request data deletion to the company or a mechanism for the user to delete user data)"
Privacy,Data retention,Data retention and deletion,I can delete the data the company has about me that is not needed to provide the service.,The company offers easy-to-find and -use controls that allow users to delete data not necessary to render the service.,"In the Built-in Screen, check the settings menu and look for any data deletion controls (like the existence of a mechanism to request data deletion to the company or a mechanism for the user to delete user data)"
Privacy,Data retention,Data retention and deletion,My account and information are deleted when I leave the service.,"All user information is deleted when a user terminates their account, or the service no longer operates",Check Privacy Policy text and determine if they claim to delete all user information when the user terminates the service or when the service is no longer operational.
Privacy,Data retention,Data retention and deletion,My account and information are deleted when I leave the service.,"All user information is deleted when a user terminates their account, or the service no longer operates","Terminate a test account, remove service from a device, or perform a factory reset on the device.   "
Privacy,Overreach - Collecting Too Much Data,Data benefits,Every piece of data I share brings me a benefit; it doesn't just help the company.,The company clearly discloses its purpose for collecting each type of user information.,Check Privacy Policy text and determine if they disclose the purpose in collecting each of the types of user information collected.
Privacy,Overreach - Collecting Too Much Data,Data benefits,Every piece of data I share brings me a benefit; it doesn't just help the company.,The company clearly discloses its purpose for collecting each type of user information.,UI Review – what cues or explanations exist in the UI that explain what data are collected and why?
Privacy,Overreach - Collecting Too Much Data,Data benefits,Every piece of data I share brings me a benefit; it doesn't just help the company.,The company clearly discloses its purpose for collecting each type of user information.,"App analysis – for any mobile app, verify that the requested permissions and the disclosures in the UI align with the policy documentation "
Privacy,Overreach - Collecting Too Much Data,Data collection,I know what user information this company is collecting and when.,The company clearly discloses specific data elements they collect about users.,Check Privacy Policy text and determine if they disclose specific data elements of user information that is collected.
Privacy,Overreach - Collecting Too Much Data,Data collection,I know what user information this company is collecting and when.,The company clearly discloses specific data elements they collect about users.,Interact with the service to evaluate and record which personal information is being collected.
Privacy,Overreach - Collecting Too Much Data,Data collection,I know what user information this company is collecting and when.,The company clearly discloses how and when they collect information.,Check Privacy Policy text and detemine if the company discloses how and when they collect user information.
Privacy,Overreach - Collecting Too Much Data,Data collection,I know what user information this company is collecting and when.,"The company clearly discloses how users will know when critical sensors (camera, microphone, biometric, location, etc) are active and recording.","Enable the camera, the microphone or other critical sensors and check for visual indicators."
Privacy,Overreach - Collecting Too Much Data,Data collection,I know what user information this company is collecting and when.,"The company clearly discloses how users will know when critical sensors (camera, microphone, biometric, location, etc) are active and recording.","If possible, activate the sensor and observe any network traffic that is sent as a result."
Privacy,Overreach - Collecting Too Much Data,Data collection,I know what user information this company is collecting and when.,The definition of 'user information' includes information collected from third-parties.,"Check Privacy Policy text and determine if the company claims to collect data from third parties. If so, check for the data type the company collects."
Privacy,Overreach - Collecting Too Much Data,Minimal data collection,The only information the company collects about me is what's needed to make the product or service work correctly.,The company commits to collect user information which is clearly stated in the Privacy Policy and is directly relevant and necessary for the service.,Check Privacy Policy text and determine if the company claims to only collect data necessary to the service provided.
Privacy,Overreach - Collecting Too Much Data,Minimal data collection,The only information the company collects about me is what's needed to make the product or service work correctly.,Product still works when all permissions not relevant to product's functionality are declined.,"Decline permissions not relevant to the product's functionality, verify that product is still functional."
Privacy,Overreach - Collecting Too Much Data,Minimal data collection,The only information the company collects about me is what's needed to make the product or service work correctly.,Product still works when all permissions not relevant to product's functionality are declined.,Read the AndroidManifest.xml from the APK file. Inspect the permissions reserved for the app. Find/note any permissions unnecessary to the core function of the application. Tools such as MobSF may be used.
Privacy,Overreach - Collecting Too Much Data,Minimal data collection,The only information the company collects about me is what's needed to make the product or service work correctly.,Manufacturer does not discriminate or provide a lower level of service if a consumer exercises privacy rights or does not consent to unnecessary secondary data collection or use.,"Decline permissions or functions not relevant to the product's functionality, verify no degraded functionality or differential treatment."
Privacy,Overreach - Collecting Too Much Data,Privacy by default,"The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.",Targeted advertising is off by default.,Check Privacy Policy text and determine if the company commits to not collecting users' information and data for targeted advertising without users' consent.
Privacy,Overreach - Collecting Too Much Data,Privacy by default,"The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.",Targeted advertising is off by default.,"Run a static analysis of the apk and check for any targeted advertising trackers. A tool could be used to automate the process, for example: MobSF.  "
Privacy,Overreach - Collecting Too Much Data,Privacy by default,"The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.",Targeted advertising is off by default.,"In the Mobile Application, review user interface settings to determine whether or not data collection used to support targeted advertising is off by default. "
Privacy,Overreach - Collecting Too Much Data,Privacy by default,"The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.",Targeted advertising is off by default.,"In the Web Application, review user interface settings to determine whether or not data collection used to support targeted advertising is off by default. "
Privacy,Overreach - Collecting Too Much Data,Privacy by default,"The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.",Targeted advertising is off by default.,"In the Desktop Application, review user interface settings to determine whether or not data collection used to support targeted advertising is off by default."
Privacy,Overreach - Collecting Too Much Data,Privacy by default,"The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.",Targeted advertising is off by default.,"In the Built-in Screen, review user interface settings to determine whether or not data collection used to support targeted advertising is off by default."
Privacy,Overreach - Collecting Too Much Data,Privacy by default,"The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.",User interface settings which are optimal for privacy are set by default.,"On a fresh install and/or during device setup, review settings available from the user interface, and determine which options would be optimal for privacy considerations."
Privacy,Overreach - Collecting Too Much Data,Privacy by default,"The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.","Optimal privacy settings are either configurable by the user during setup, or are set by default during setup.","In the Mobile Application, check the settings menu and look for the default settings for post-set up privacy controls, if applicable."
Privacy,Overreach - Collecting Too Much Data,Privacy by default,"The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.","Optimal privacy settings are either configurable by the user during setup, or are set by default during setup.","In the Web Application, check the settings menu and look for the default settings for post-set up privacy controls, if applicable."
Privacy,Overreach - Collecting Too Much Data,Privacy by default,"The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.","Optimal privacy settings are either configurable by the user during setup, or are set by default during setup.","In the Desktop Application, check the settings menu and look for the default settings for post-set up privacy controls, if applicable."
Privacy,Overreach - Collecting Too Much Data,Privacy by default,"The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.","Optimal privacy settings are either configurable by the user during setup, or are set by default during setup.","In the Built-in Screen, check the settings menu and look for the default settings for post-set up privacy controls, if applicable."
Ownership,Ownership,Interoperability,"The company does not prohibit use of the product with other, complementary, products.","The manufacturer does not use software, copyright, or other devices to restrict the use of products and services that would otherwise be possible to use with your existing products (e.g., set-top boxes, third party applications, etc.).",None
Ownership,Ownership,Ownership,"When I buy a product, I own every part of it.","The company does not retain any control or ownership over the operation, use, inputs, or outputs of the product after it has been purchased by the consumer.",None
Ownership,Ownership,Resale,I can resell the product to someone and it will still work.,"If a consumer sells the product on the private market, the new owner has access to the full functionality of the original product.",None
Ownership,Ownership,Resale,I can resell the product to someone and it will still work.,The company does not restrict the transfer of ownership.,None
Ownership,Permanence,Functionality Over Time,"The company commits to maintain the intended functionality of the product for a clearly defined and communicated period of time (i.e., the product life cycle).",The product life cycle is communicated to the potential owner before purchase.,"Investigation and analysis of publicly available documentation, services, and web presence to determine what the company clearly discloses and supports."
Ownership,Permanence,Functionality Over Time,"The company commits to maintain the intended functionality of the product for a clearly defined and communicated period of time (i.e., the product life cycle).",Every feature of the product will continue to work the stated product life cycle; that is the manufacturer will not 'brick' certain parts of the product during that time frame.,"Investigation and analysis of publicly available documentation, services, and web presence to determine what the company clearly discloses and supports."
Ownership,Permanence,Functionality Over Time,"The company commits to maintain the intended functionality of the product for a clearly defined and communicated period of time (i.e., the product life cycle).",The manufacturer will not cease to support the functionality I come to expect during the product life cycle.,"Investigation and analysis of publicly available documentation, services, and web presence to determine what the company clearly discloses and supports."
Ownership,Permanence,Functionality Over Time,"The company commits to maintain the intended functionality of the product for a clearly defined and communicated period of time (i.e., the product life cycle).",Replacement services will exist if the manufacturer ceases to support the functionality during the product life cycle.,"Investigation and analysis of publicly available documentation, services, and web presence to determine what the company clearly discloses and supports."
Ownership,Permanence,Functionality Over Time,"The company commits to maintain the intended functionality of the product for a clearly defined and communicated period of time (i.e., the product life cycle).",The company commits that in the event the company is sold or acquired the new owner will maintain the intended functionality for the full product life cycle.,"Investigation and analysis of publicly available documentation, services, and web presence to determine what the company clearly discloses and supports."
Ownership,Permanence,Functionality Over Time,"The company commits to maintain the intended functionality of the product for a clearly defined and communicated period of time (i.e., the product life cycle).","The company has a mechanism (e.g. email address, bug tracker, etc.) through which users, researchers, etc. can tell the company about bugs/problems they discover. ","Investigation and analysis of publicly available documentation, services, and web presence to determine what the company clearly discloses and supports."
Ownership,Permanence,Process for terms of service enforcement,"I know how, when, and why the company or organization unilaterally closes user account sand/or restricts access to services.",The company or organization clearly explains what types of activities it does not permit.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Ownership,Permanence,Process for terms of service enforcement,"I know how, when, and why the company or organization unilaterally closes user account sand/or restricts access to services.",The company or organization clearly explains why it may restrict a user’s account.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Ownership,Permanence,Process for terms of service enforcement,"I know how, when, and why the company or organization unilaterally closes user account sand/or restricts access to services.",The company or organization clearly discloses the mechanisms it uses to identify accounts that violate the rules.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Ownership,Permanence,Process for terms of service enforcement,"I know how, when, and why the company or organization unilaterally closes user account sand/or restricts access to services.",The company or organization clearly discloses whether any non-government and non-judicial entities receive priority consideration when identifying accounts to be restricted for violating the company’s rules and if so how that priority status is conferred.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Ownership,Permanence,Process for terms of service enforcement,"I know how, when, and why the company or organization unilaterally closes user account sand/or restricts access to services.",The company or organization clearly explains its process for enforcing its rules.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Ownership,Permanence,Process for terms of service enforcement,"I know how, when, and why the company or organization unilaterally closes user account sand/or restricts access to services.",The company or organization provides clear examples to help the user understand what the rules are and how they are enforced.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Ownership,Permanence,Transparency about Terms of Service enforcement,I know how often the company or organization unilaterally closes user accounts,The company or organization publishes data about the number of accounts it restricts or closes on its own initiative.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Ownership,Permanence,Transparency about Terms of Service enforcement,I know how often the company or organization unilaterally closes user accounts,The company or organization publishes data about the number of accounts it restricts or closes as a result of a government request.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Ownership,Permanence,Transparency about Terms of Service enforcement,I know how often the company or organization unilaterally closes user accounts,The company or organization publishes data about the number of accounts it restricts or closes as a result of a request from private third-parties.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Ownership,Permanence,Transparency about Terms of Service enforcement,I know how often the company or organization unilaterally closes user accounts,The company or organization clearly discloses that it notifies users when it restricts or closes user accounts.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Ownership,Right to Repair,Repair Penalty,I am not penalized for getting the product properly repaired by a third party or for repairing it myself.,"The company does not penalize consumers (voided warranty, etc.) if they get the product repaired by someone other than the original manufacturer or their authorized representatives.",None
Ownership,Right to Repair,Repair Accessibility,The product can be fixed by parties other than the manufacturer.,"The company does not use technical, feature-level, or legal means to block a consumer's ability to get a device repaired.",None
Ownership,Right to Repair,Repair Accessibility,The product can be fixed by parties other than the manufacturer.,There is a competitive market of repair shops.,None
Ownership,Right to Repair,Repair Accessibility,The product can be fixed by parties other than the manufacturer.,"Repair shops, other than the manufacturer's, are supported by the original manufacturer.",None
Ownership,Right to Repair,Repair Accessibility,The product can be fixed by parties other than the manufacturer.,Manufacturer makes blueprints and bill of materials available to end users.,None
Ownership,Right to Repair,Repair Accessibility,The product can be fixed by parties other than the manufacturer.,The device is easy to open using commercially available tools and can be repaired using commercially available parts.,None
Governance,Business Model,Business model,I understand how the company earns its revenue.,None,None
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization publicly commits to respect users' human rights to freedom of expression and privacy.,"Explicit and clearly articulated policy commitment to human rights, including freedom of expression and privacy",Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization's senior leadership exercises oversight over how its policies and practices affect freedom of expression and privacy.,The board of directors exercises formal oversight over how company practices affect freedom of expression and privacy.,Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization's senior leadership exercises oversight over how its policies and practices affect freedom of expression and privacy.,"An executive-level committee, team, program or officer oversees how company practices affect freedom of expression and privacy.",Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization's senior leadership exercises oversight over how its policies and practices affect freedom of expression and privacy.,"A management-level committee, team, program or officer oversees how company practices affect freedom of expression and privacy.",Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization should have mechanisms in place to implement its commitments to freedom of expression and privacy internally.,"Provides employee, volunteers or other staff training on freedom of expression and privacy issues",Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization should have mechanisms in place to implement its commitments to freedom of expression and privacy internally.,"Maintains a whistleblower program through which employees, volunteers or other staff can report concerns related to how the company treats its users’ freedom of expression and privacy rights",Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,"The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.","As part of its decision-making, considers how laws affect freedom of expression and privacy in jurisdictions where it operates",Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,"The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.",Regularly assesses free expression and privacy risks associated with existing products and services,Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,"The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.","Assesses free expression and privacy risks associated with a new activity, including the launch and/or acquisition of new products or services or entry into new markets",Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,"The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.",Assesses free expression and privacy risks associated with the processes and mechanisms used to enforce its Terms of Service,Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,"The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.",Conducts in-depth due diligence wherever the company’s risk assessments identify concerns,Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,"The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.",Senior executives and/or members of the company’s board of directors review and consider the results of assessments and due diligence in decision-making for the company,Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,"The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.",Conducts assessments on a regular schedule,Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,"The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.","The company has an abuse and harassment reporting mechanism that allows me protect myself from grief, abuse, and harassment.","Review terms of service, other user facing documentation, and the service’s user interface to assess what reporting mechanisms exist, and whether or not they are effective."
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization engages with a range of stakeholders on freedom of expression and privacy issues.,"The company initiates or participates in meetings with stakeholders that represent, advocate on behalf of, or are people directly and adversely impacted by the company’s business",Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.,"The company initiates or participates in meetings with stakeholders that represent, advocate on behalf of, or are people directly and adversely impacted by the company’s business",Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.,Clear disclosure of processes for receiving complaints,Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.,Process includes complaints related to freedom of expression and privacy,Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.,Clear disclosure of process for responding to complaints,Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.,The company reports on the number of complaints received.,Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Human Rights & Corporate Social Responsibility,Governance,The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.,The company provides evidence that it is responding to complaints.,Investigation and analysis of publicly available documentation to determine what the  company clearly discloses
Governance,Open,Open Innovation,"The company works to advance all technology and innovation, not just its own interests.",None,None
Governance,Open,Open Source,The product's source code is publicly available and reusable.,"Software is open source, meaning published under a license approved and listed by the Open Source Initiative. (https://opensource.org/licenses/alphabetical)",Determine if code is available.
Governance,Open,Open Source,"Investigation and analysis of publicly available and legally binding documentation, services, and web presence to determine what the company clearly discloses and supports.","Software is open source, meaning published under a license approved and listed by the Open Source Initiative. (https://opensource.org/licenses/alphabetical)",Determine type of open source license.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",The company clearly discloses which Terms of Service (ToS) apply to the product/service in question.,Check ToS text and determine if the ToS clearly states it applies to the product under test.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",The company clearly discloses which Privacy Policies apply to the product/service in question.,Check Privacy Policy text and determine if the Privacy Policy clearly states it applies to the product under test.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",The ToS are easy to find.,Links to the Terms of Service are on the company's web site and are searchable.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",The privacy policies are easy to find.,Links to the Privacy Policies are on the company's web site and are searchable.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",The ToS are available in the language(s) most commonly spoken by the company's users.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",The PP is available in the language(s) most commonly spoken by the company's users.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",ToS are accessible through the company's websites and are available for search engines to process.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",PP is accessible through the company's websites and are available for search engines to process.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",ToS are accessible via a stable URL.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",PP is accessible via a stable URL.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",ToS for specific devices are available online.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",PP for specific devices is available online.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",The ToS are presented in an understandable manner.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,Terms of Service and Privacy Policy documents,"I can easily find, read, and understand the privacy policy and/or terms of service.",The PP is presented in an understandable manner.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,ToS & Privacy Policy change notification,The company provides clear notification when it changes its privacy policy and/or terms of service.,Commitment to notify users about changes to the terms of service,Check ToS text and determine if the ToS states that users will be notified of any changes.
Governance,Privacy Policy & Terms of Service,ToS & Privacy Policy change notification,The company provides clear notification when it changes its privacy policy and/or terms of service.,Commitment to notify users about change to the privacy policy,Check Privacy Policy text and determine if the Privacy Policy states that users will be notified of any changes.
Governance,Privacy Policy & Terms of Service,ToS & Privacy Policy change notification,The company provides clear notification when it changes its privacy policy and/or terms of service.,Disclosure of how users will be directly notified of changes to the terms of service,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,ToS & Privacy Policy change notification,The company provides clear notification when it changes its privacy policy and/or terms of service.,Disclosure of how users will be directly notified of changes to the privacy policy,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,ToS & Privacy Policy change notification,The company provides clear notification when it changes its privacy policy and/or terms of service.,Disclosure of timeframe for notification prior to changes to the terms of service coming into effect,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,ToS & Privacy Policy change notification,The company provides clear notification when it changes its privacy policy and/or terms of service.,Disclosure of timeframe for notification prior to changes to the privacy policy coming into effect,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Privacy Policy & Terms of Service,ToS & Privacy Policy change notification,The company provides clear notification when it changes its privacy policy and/or terms of service.,Maintains a public archive or change log of the terms of service,The company maintains archives or logs of older versions of the ToS that are linked from the companies current ToS.
Governance,Privacy Policy & Terms of Service,ToS & Privacy Policy change notification,The company provides clear notification when it changes its privacy policy and/or terms of service.,Maintains a public archive or change log of the privacy policy,The company maintains archives or logs of older versions of the Privacy Policy that are linked from the companies current Privacy Policy.
Governance,Transparency,3rd party requests for user data,The company complies only with legal and ethical third-party requests for user information.,The company explains its process for responding to non-judicial government requests.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,3rd party requests for user data,The company complies only with legal and ethical third-party requests for user information.,The company explains its process for responding to court orders.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,3rd party requests for user data,The company complies only with legal and ethical third-party requests for user information.,The company explains its process for responding to requests from foreign jurisdictions.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,3rd party requests for user data,The company complies only with legal and ethical third-party requests for user information.,The company explains its process for responding to requests made by private parties.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,3rd party requests for user data,The company complies only with legal and ethical third-party requests for user information.,The company’s explanations include the legal basis under which it may comply.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,3rd party requests for user data,The company complies only with legal and ethical third-party requests for user information.,The company commits to carry out due diligence on requests before deciding how to respond and to push back on unlawful requests.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,3rd party requests for user data,The company complies only with legal and ethical third-party requests for user information.,The company provides guidance or examples of implementation of its process.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Identity policy,"I can register using any name and identifying characteristics I wish, or keep my identity completely anonymous.","The company does not require users to verify their identity with their government-issued identification, or with other forms of identification that could be connected to their offline identity.",Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Identity policy,"I can register using any name and identifying characteristics I wish, or keep my identity completely anonymous.","The company does not require users to verify their identity with their government-issued identification, or with other forms of identification that could be connected to their offline identity.",Create an account and document what forms of identification are required.
Governance,Transparency,Threat Notification,The company notifies appropriate authorities and those affected when a data breach occurs.,The company will notify the relevant authorities without undue delay when a data breach occurs.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Threat Notification,The company notifies appropriate authorities and those affected when a data breach occurs.,The company clearly discloses its process for notifying data subjects who might be affected by a data breach.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Threat Notification,The company notifies appropriate authorities and those affected when a data breach occurs.,The company clearly discloses what kinds of steps it will take to address the impact of a data breach on its users.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Transparency reporting,The company is transparent about its practices for sharing user data with the government and other third parties.,The company lists the number of requests it receives by country.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Transparency reporting,The company is transparent about its practices for sharing user data with the government and other third parties.,The company lists the number of requests it receives for stored user information and for real-time communications access.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Transparency reporting,The company is transparent about its practices for sharing user data with the government and other third parties.,The company lists the number of accounts affected.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Transparency reporting,The company is transparent about its practices for sharing user data with the government and other third parties.,The company lists whether a demand sought communications content or non-content or both.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Transparency reporting,The company is transparent about its practices for sharing user data with the government and other third parties.,The company identifies the specific legal authority or type of legal process through which law enforcement and national security demands are made.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Transparency reporting,The company is transparent about its practices for sharing user data with the government and other third parties.,The company includes requests that come from court orders.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Transparency reporting,The company is transparent about its practices for sharing user data with the government and other third parties.,The company list the number of requests it receives from private parties.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
Governance,Transparency,Transparency reporting,The company is transparent about its practices for sharing user data with the government and other third parties.,The company lists the number of requests it complied with broken down by category of demand.,Investigation and analysis of publicly available documentation to determine what the company clearly discloses.
